Timestamp,Event Type,Details
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:38,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:39,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:40,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:41,LOITERING,Track ID 7
2026-02-15 20:10:42,LOITERING,Track ID 7
2026-02-15 20:10:42,LOITERING,Track ID 7
2026-02-15 20:10:42,LOITERING,Track ID 7
2026-02-15 20:10:42,LOITERING,Track ID 7
2026-02-15 20:10:42,LOITERING,Track ID 7
2026-02-15 20:10:42,LOITERING,Track ID 7
2026-02-15 20:10:42,LOITERING,Track ID 7
2026-02-18 04:56:17,RUNNING,Track ID 1
2026-02-18 04:56:17,RUNNING,Track ID 1
2026-02-18 04:56:24,RUNNING,Track ID 1
2026-02-18 04:56:24,RUNNING,Track ID 1
2026-02-18 04:56:24,RUNNING,Track ID 1
2026-02-18 04:56:27,RUNNING,Track ID 1
2026-02-18 04:56:27,RUNNING,Track ID 1
2026-02-18 04:56:28,RUNNING,Track ID 1
2026-02-18 04:56:28,RUNNING,Track ID 1
2026-02-18 04:56:29,RUNNING,Track ID 1
2026-02-18 04:56:30,RUNNING,Track ID 1
2026-02-18 04:56:34,RUNNING,Track ID 1
2026-02-18 04:56:34,RUNNING,Track ID 1
2026-02-18 04:56:34,RUNNING,Track ID 1
2026-02-18 04:56:46,RUNNING,Track ID 1
2026-02-18 04:56:46,RUNNING,Track ID 1
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:53,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:57,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:58,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:56:59,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:00,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:01,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:02,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:03,FIRE,Fire detected
2026-02-18 04:57:04,FIRE,Fire detected
2026-02-18 04:57:04,FIRE,Fire detected
2026-02-18 04:57:04,FIRE,Fire detected
2026-02-18 04:57:04,FIRE,Fire detected
2026-02-18 04:57:04,FIRE,Fire detected
2026-02-18 04:57:04,FIRE,Fire detected
2026-02-18 04:57:04,FIRE,Fire detected
2026-02-18 04:57:05,FIRE,Fire detected
2026-02-18 04:57:05,FIRE,Fire detected
2026-02-18 04:57:05,FIRE,Fire detected
2026-02-18 04:57:05,FIRE,Fire detected
2026-02-18 04:57:05,FIRE,Fire detected
2026-02-18 04:57:05,FIRE,Fire detected
2026-02-18 04:57:05,FIRE,Fire detected
2026-02-18 04:57:25,RUNNING,Track ID 1
2026-02-18 04:58:43,RUNNING,Track ID 1
2026-02-18 04:58:46,RUNNING,Track ID 1
2026-02-18 04:58:46,RUNNING,Track ID 1
2026-02-18 04:58:46,RUNNING,Track ID 1
2026-02-18 04:58:47,RUNNING,Track ID 1
2026-02-18 04:58:47,RUNNING,Track ID 1
2026-02-18 04:58:55,RUNNING,Track ID 1
2026-02-18 04:58:59,RUNNING,Track ID 1
2026-02-18 04:58:59,RUNNING,Track ID 1
2026-02-18 04:58:59,RUNNING,Track ID 1
2026-02-18 04:59:00,RUNNING,Track ID 1
2026-02-18 04:59:00,RUNNING,Track ID 1
2026-02-18 04:59:00,RUNNING,Track ID 1
2026-02-18 04:59:00,RUNNING,Track ID 1
2026-02-18 04:59:02,RUNNING,Track ID 1
2026-02-18 04:59:02,RUNNING,Track ID 1
2026-02-18 04:59:03,RUNNING,Track ID 1
2026-02-18 04:59:08,RUNNING,Track ID 1
2026-02-18 20:03:01,LOITERING,Track ID 1
2026-02-18 20:03:02,LOITERING,Track ID 1
2026-02-18 20:03:02,LOITERING,Track ID 1
2026-02-18 20:03:02,LOITERING,Track ID 1
2026-02-18 20:03:02,LOITERING,Track ID 1
2026-02-18 20:03:02,LOITERING,Track ID 1
2026-02-18 20:03:02,LOITERING,Track ID 1
2026-02-18 20:03:02,LOITERING,Track ID 1
2026-02-18 20:03:23,RUNNING,Track ID 1
2026-02-18 20:03:24,RUNNING,Track ID 1
2026-02-18 20:03:24,RUNNING,Track ID 1
2026-02-18 20:04:14,FIRE,Fire detected
2026-02-18 20:04:14,FIRE,Fire detected
2026-02-18 20:04:35,RUNNING,Track ID 9
2026-02-18 20:04:35,RUNNING,Track ID 9
2026-02-18 20:04:35,RUNNING,Track ID 9
2026-02-18 20:04:44,FIRE,Fire detected
2026-02-18 20:04:44,FIRE,Fire detected
2026-02-18 20:04:50,RUNNING,Track ID 53
2026-02-18 20:04:50,RUNNING,Track ID 53
2026-02-18 20:05:17,FIRE,Fire detected
2026-02-18 20:05:17,FIRE,Fire detected
2026-02-18 20:05:17,FIRE,Fire detected
2026-02-18 20:05:17,FIRE,Fire detected
2026-02-18 20:05:35,FIRE,Fire detected
2026-02-18 20:05:46,LOITERING,Track ID 53
2026-02-18 20:05:46,LOITERING,Track ID 53
2026-02-18 20:05:46,LOITERING,Track ID 53
2026-02-18 20:05:47,LOITERING,Track ID 53
2026-02-18 20:10:00,LOITERING,Track ID 1
2026-02-18 20:10:00,LOITERING,Track ID 1
2026-02-18 20:10:01,LOITERING,Track ID 1
2026-02-18 20:10:01,LOITERING,Track ID 1
2026-02-18 20:10:01,LOITERING,Track ID 1
2026-02-18 20:10:01,LOITERING,Track ID 1
2026-02-18 20:10:01,LOITERING,Track ID 1
2026-02-18 20:10:02,LOITERING,Track ID 1
2026-02-18 20:10:02,LOITERING,Track ID 1
2026-02-18 20:10:02,LOITERING,Track ID 1
2026-02-18 20:10:02,LOITERING,Track ID 1
2026-02-18 20:10:02,LOITERING,Track ID 1
2026-02-18 20:10:03,LOITERING,Track ID 1
2026-02-18 20:10:03,LOITERING,Track ID 1
2026-02-18 20:10:03,LOITERING,Track ID 1
2026-02-18 20:10:03,LOITERING,Track ID 1
2026-02-18 20:10:03,LOITERING,Track ID 1
2026-02-18 20:10:03,LOITERING,Track ID 1
2026-02-18 20:10:04,LOITERING,Track ID 1
2026-02-18 20:10:04,LOITERING,Track ID 1
2026-02-18 20:10:04,LOITERING,Track ID 1
2026-02-18 20:10:04,LOITERING,Track ID 1
2026-02-18 20:10:05,LOITERING,Track ID 1
2026-02-18 20:10:05,LOITERING,Track ID 1
2026-02-18 20:10:05,LOITERING,Track ID 1
2026-02-18 20:10:05,LOITERING,Track ID 1
2026-02-18 20:10:05,LOITERING,Track ID 1
2026-02-18 20:10:05,LOITERING,Track ID 1
2026-02-18 20:10:06,LOITERING,Track ID 1
2026-02-18 20:10:06,LOITERING,Track ID 1
2026-02-18 20:10:06,LOITERING,Track ID 1
2026-02-18 20:10:06,LOITERING,Track ID 1
2026-02-18 20:10:06,LOITERING,Track ID 1
2026-02-18 20:10:07,LOITERING,Track ID 1
2026-02-18 20:10:07,LOITERING,Track ID 1
2026-02-18 20:10:07,LOITERING,Track ID 1
2026-02-18 20:10:07,LOITERING,Track ID 1
2026-02-18 20:10:07,LOITERING,Track ID 1
2026-02-18 20:10:08,LOITERING,Track ID 1
2026-02-18 20:10:08,LOITERING,Track ID 1
2026-02-18 20:10:08,LOITERING,Track ID 1
2026-02-18 20:10:08,LOITERING,Track ID 1
2026-02-18 20:10:08,LOITERING,Track ID 1
2026-02-18 20:10:08,LOITERING,Track ID 1
2026-02-18 20:10:09,LOITERING,Track ID 1
2026-02-18 20:10:09,LOITERING,Track ID 1
2026-02-18 20:10:09,LOITERING,Track ID 1
2026-02-18 20:10:09,LOITERING,Track ID 1
2026-02-18 20:10:09,LOITERING,Track ID 1
2026-02-18 20:10:10,LOITERING,Track ID 1
2026-02-18 20:10:10,LOITERING,Track ID 1
2026-02-18 20:10:10,LOITERING,Track ID 1
2026-02-18 20:10:10,LOITERING,Track ID 1
2026-02-18 20:10:10,LOITERING,Track ID 1
2026-02-18 20:10:11,LOITERING,Track ID 1
2026-02-18 20:10:11,LOITERING,Track ID 1
2026-02-18 20:10:11,LOITERING,Track ID 1
2026-02-18 20:10:11,LOITERING,Track ID 1
2026-02-18 20:16:10,LOITERING,Track ID 2
2026-02-18 20:16:11,LOITERING,Track ID 2
2026-02-18 20:16:12,LOITERING,Track ID 2
2026-02-18 20:16:12,LOITERING,Track ID 2
2026-02-18 20:16:13,LOITERING,Track ID 2
2026-02-18 20:16:14,LOITERING,Track ID 2
2026-02-18 20:16:15,LOITERING,Track ID 2
2026-02-18 20:16:16,LOITERING,Track ID 2
2026-02-18 20:16:17,LOITERING,Track ID 2
2026-02-18 20:16:18,LOITERING,Track ID 2
2026-02-18 20:16:19,LOITERING,Track ID 2
2026-02-18 20:16:19,LOITERING,Track ID 2
2026-02-18 20:16:20,LOITERING,Track ID 2
2026-02-18 20:16:37,LOITERING,Track ID 2
2026-02-18 20:16:38,LOITERING,Track ID 2
2026-02-18 20:16:38,LOITERING,Track ID 2
2026-02-18 20:16:42,LOITERING,Track ID 2
2026-02-18 20:16:42,LOITERING,Track ID 2
2026-02-18 20:16:43,LOITERING,Track ID 2
2026-02-18 20:16:43,LOITERING,Track ID 2
2026-02-18 20:16:44,LOITERING,Track ID 2
2026-02-18 20:16:44,LOITERING,Track ID 2
2026-02-18 20:16:47,LOITERING,Track ID 2
2026-02-18 20:16:48,LOITERING,Track ID 2
2026-02-18 20:16:48,LOITERING,Track ID 2
2026-02-18 20:16:49,LOITERING,Track ID 2
2026-02-18 20:16:50,LOITERING,Track ID 2
2026-02-18 20:16:54,LOITERING,Track ID 2
2026-02-18 20:16:56,FIRE,Fire detected
2026-02-18 20:16:58,FIRE,Fire detected
2026-02-18 20:16:59,FIRE,Fire detected
2026-02-18 20:16:59,FIRE,Fire detected
2026-02-18 20:16:59,LOITERING,Track ID 2
2026-02-18 20:17:00,FIRE,Fire detected
2026-02-18 20:17:04,LOITERING,Track ID 2
2026-02-18 20:17:04,LOITERING,Track ID 2
